unidade;ano;mes;grupo;subgrupo;exames
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;78
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;33332
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;8
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;40
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1990
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;19
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8201
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1248
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;365
HRBJA;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1273
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Coleta de material;4
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;86
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;34935
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;11
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;29
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2099
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;29
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8568
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1295
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;330
HRBJA;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1414
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;3
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;77
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;31761
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;8
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;33
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2036
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;5
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;15
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;6552
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1330
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;345
HRBJA;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1381
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;4
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;64
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;34034
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;8
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;31
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2242
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;1
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;27
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;7858
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1359
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;405
HRBJA;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1422
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;56
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;33841
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;12
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;25
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2322
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;51
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8614
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1406
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;341
HRBJA;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1409
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;4
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;64
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;37126
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;3
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;32
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;2344
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;2
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;41
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;8802
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;1519
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;334
HRBJA;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1558
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Coleta de material;6
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;45
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;8543
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;88
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;50
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;950
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3189
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;140
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;383
HRJP;2024;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;593
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Coleta de material;12
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;35
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;10823
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;74
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;69
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1083
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;128
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;4598
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;229
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;444
HRJP;2024;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1160
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Coleta de material;2
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;52
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;8342
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;67
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;57
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;865
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;133
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;1
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2655
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;150
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;400
HRJP;2025;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1074
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Coleta de material;9
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;72
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;9600
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;93
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;86
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;734
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia intervencionista;145
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;4
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2532
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;217
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;509
HRJP;2025;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1284
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Coleta de material;5
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;122
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12136
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;98
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;74
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;852
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;5
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3438
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;300
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;532
HRJP;2025;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1778
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Coleta de material;9
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;98
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12292
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;113
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;66
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;986
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;7
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2285
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;263
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;666
HRJP;2025;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1970
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Coleta de material;138
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;112
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;13396
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;118
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;94
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1179
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;4
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2467
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;270
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;639
HRJP;2025;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;2080
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Coleta de material;128
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;98
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12420
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;12
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;128
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;93
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1015
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;2
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2082
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;318
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;545
HRJP;2025;6;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1785
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Coleta de material;24
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;90
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;11891
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;50
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;123
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;76
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;963
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;5
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2298
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;261
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;638
HRJP;2025;7;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1426
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Coleta de material;172
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;72
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;11869
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;35
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;116
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;66
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1080
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;2
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2368
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;354
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;604
HRJP;2025;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1665
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Coleta de material;127
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;88
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12335
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;29
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;111
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;79
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1016
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;11
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3315
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;429
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;668
HRJP;2025;9;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1431
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Coleta de material;135
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;100
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;13229
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;51
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;145
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;71
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1109
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;9
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3243
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;448
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;717
HRJP;2025;10;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1556
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Coleta de material;135
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;102
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12694
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;43
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;115
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;63
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;911
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;2
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2954
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;432
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;552
HRJP;2025;11;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1223
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Coleta de material;128
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;136
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12624
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;40
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;111
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;90
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;877
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;4
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2784
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;336
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;502
HRJP;2025;12;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1070
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Coleta de material;137
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;124
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;11560
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;37
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;96
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;46
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;861
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;13
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2235
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;315
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;528
HRJP;2026;1;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1258
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Coleta de material;136
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;138
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;12459
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;32
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;107
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;62
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;873
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;1
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2700
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;306
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;557
HRJP;2026;2;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1216
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Coleta de material;150
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;152
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;16353
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;24
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;166
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;114
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1108
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;11
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3543
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;416
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;816
HRJP;2026;3;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1218
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Coleta de material;180
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;152
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;15508
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;37
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;165
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;104
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;880
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;15
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;2851
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;282
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;670
HRJP;2026;4;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1360
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Coleta de material;132
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico e procedimentos especiais em hemoterapia;134
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;14841
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;39
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por anatomia patológica e citopatologia;135
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por endoscopia;86
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;999
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;9
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;3138
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por tomografia;296
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Diagnóstico por ultrasonografia;725
HRJP;2026;5;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;1106
IRS;2023;6;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;1
IRS;2023;8;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;1574
IRS;2023;8;Procedimentos com finalidade diagnóstica;Diagnóstico em vigilância epidemiológica e ambiental;8
IRS;2023;8;Procedimentos com finalidade diagnóstica;Diagnóstico por radiologia;1
IRS;2023;8;Procedimentos com finalidade diagnóstica;Diagnóstico por ressonância magnética;1
IRS;2023;8;Procedimentos com finalidade diagnóstica;Diagnóstico por teste rápido;83
IRS;2023;8;Procedimentos com finalidade diagnóstica;Métodos diagnósticos em especialidades;8
IRS;2023;9;Procedimentos com finalidade diagnóstica;Diagnóstico em laboratório clínico;1709
